Issue Type,Key,Status,Priority,Summary,Original Time Estimated,Σ,Estimated Time Remaining,Σ,Total Time Spent,Σ,Accuracy,Σ,Accuracy (%),Σ
Sub-task,WS-1688,Done,Major,WS-1642 -> Can’t add multiple square stores to WeOS,-,-,0m,0m,1h 30m,1h 30m,,,,
Story,WS-1689,To Do,Major,As a team member I should be able to link my netsuite account,-,-,0m,0m,3h 18m,3h 18m,,,,
Sub-task,WS-1695,Done,Major,WS-1690 -> Add UI to manage Tip Config,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1709,Done,Major,WS-1705 -> Add endpoint to receive file uploads,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1710,Done,Major,WS-1705 -> Add entity for image upload,1h,1h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1711,Done,Critical,WS-1705 -> Create restlet for attaching image to record,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1713,Done,Major,WS-1705 -> Add entity for purchase order,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1714,Done,Major,WS-1705 -> Add netsuite service,1h,1h,0m,0m,2h 30m,2h 30m,"1 hour, 30 minutes","1 hour, 30 minutes",-150,-150
Sub-task,WS-1715,Done,Major,WS-1705 -> Add screen for updating details of uploaded image,2h,2h,0m,0m,4h,4h,2 hours,2 hours,-100,-100
Sub-task,WS-1720,Done,Major,WS-1650 -> create an event handler on the IAM service to delete the store resource after the connection is deleted,-,-,0m,0m,2h 14m,2h 14m,,,,
Sub-task,WS-1721,Done,Major,WS-1650 -> create an event handler on the import service that would delete the projections when the resource is deleted,-,-,0m,0m,2h 17m,2h 17m,,,,
Task,WS-1723,Done,Critical,Make it so that admins are messaged when there is an error on import,-,-,0m,0m,4h 15m,4h 15m,,,,
Sub-task,WS-1727,Done,Major,WS-1650 -> create a receiver that would delete a resource and all it's children then delete all the projections,-,-,0m,0m,2h 31m,2h 31m,,,,
Bug,WS-1733,Done,Critical,Server crashing running square import on a schedule,-,-,0m,0m,2h 40m,2h 40m,,,,
Sub-task,WS-1734,Done,Major,WS-1650 -> Test,-,-,0m,0m,2h 18m,2h 18m,,,,
Sub-task,WS-1737,Done,Major,WS-988 -> add an invite endpoint and handler to IAM,1h 30m,1h 30m,0m,0m,1h 40m,1h 40m,10 minutes,10 minutes,-11,-11
Sub-task,WS-1740,Done,Major,WS-988 -> Test on Dev,-,-,0m,0m,4h 40m,4h 40m,,,,
Sub-task,WS-1742,Done,Major,WS-988 -> make it so that the users could be removed from an account,1h 30m,1h 30m,0m,0m,4h 9m,4h 9m,"2 hours, 39 minutes","2 hours, 39 minutes",-176,-176
Sub-task,WS-1744,Done,Major,WS-1650 -> feedback,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1745,Done,Major,WS-1325 -> Setup WeOSv2,1h,1h,0m,0m,56m,56m,4 minutes,4 minutes,6,6
Sub-task,WS-1746,Done,Major,WS-1325 -> Setup default oauth providers,1h,1h,0m,0m,2h 40m,2h 40m,"1 hour, 40 minutes","1 hour, 40 minutes",-166,-166
Sub-task,WS-1747,Done,Major,WS-1325 -> Get Install URL working again,2h,2h,0m,0m,3h 10m,3h 10m,"1 hour, 10 minutes","1 hour, 10 minutes",-58,-58
Sub-task,WS-1748,Done,Major,WS-1325 -> Add callback that handlers oauth response,2h,2h,0m,0m,3h 23m,3h 23m,"1 hour, 23 minutes","1 hour, 23 minutes",-69,-69
Sub-task,WS-1749,Done,Major,WS-1325 -> Setup creating user with username and password,4h,4h,0m,0m,4h 50m,4h 50m,50 minutes,50 minutes,-20,-20
Sub-task,WS-1750,Done,Major,WS-1325 -> Setup creating user with oauth token,2h,2h,0m,0m,-,-,-,-,100,100
Sub-task,WS-1751,Done,Major,WS-1325 -> Setup Sessions for Users logging in,2h,2h,0m,0m,3h 20m,3h 20m,"1 hour, 20 minutes","1 hour, 20 minutes",-66,-66
Sub-task,WS-1754,Done,Major,WS-1325 -> Create command for setting up JWT and updating Session,2h,2h,0m,0m,3h 20m,3h 20m,"1 hour, 20 minutes","1 hour, 20 minutes",-66,-66
Bug,WS-1757,Done,Critical,Payout and Order Rollback not removing items from WeOS,1h,1h,0m,0m,4h 50m,4h 50m,"3 hours, 50 minutes","3 hours, 50 minutes",-383,-383
Sub-task,WS-1763,Done,Major,"WS-1325 -> setup square, quickbooks and shopify providers",-,-,0m,0m,5h 18m,5h 18m,,,,
Sub-task,WS-1764,Done,Major,WS-1325 -> set up connections,-,-,0m,0m,3h,3h,,,,
Sub-task,WS-1766,Done,Major,WS-1325 -> set up account creation,2h,2h,0m,0m,2h 45m,2h 45m,45 minutes,45 minutes,-37,-37
Sub-task,WS-1771,Done,Major,WS-1325 -> setup single account OAuth service for shopify,1h 30m,1h 30m,0m,0m,2h,2h,30 minutes,30 minutes,-33,-33
Sub-task,WS-1772,Done,Major,WS-1325 -> setup subscription interface,-,-,0m,0m,2h 40m,2h 40m,,,,
Sub-task,WS-1773,Done,Major,WS-1325 -> setup up switching accounts and inviting users to an account,-,-,0m,0m,5h 20m,5h 20m,,,,
Sub-task,WS-1774,Done,Major,WS-1325 -> fix session error,-,-,0m,0m,2h 20m,2h 20m,,,,
Sub-task,WS-1776,Done,Major,WS-1325 -> make the login endpoint /authorize,-,-,0m,0m,55m,55m,,,,
Sub-task,WS-1777,Done,Major,WS-1325 -> add account service event handlers,-,-,0m,0m,3h 30m,3h 30m,,,,
Sub-task,WS-1779,Done,Major,WS-1325 -> connect IAM to the weos app,-,-,0m,0m,5h 36m,5h 36m,,,,
Sub-task,WS-1783,Done,Major,WS-1325 -> add delete account handler,-,-,0m,0m,2h 30m,2h 30m,,,,
Sub-task,WS-1785,Done,Major,WS-1325 -> Test and add migration plan,-,-,0m,0m,6h 40m,6h 40m,,,,
Task,WS-1787,In Progress,Major,Deploy refactored inisght,1h,1h,0m,0m,1h 1m,1h 1m,1 minute,1 minute,-1,-1
Sub-task,WS-1808,Done,Major,WS-1804 -> Back up non prod database backup,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1809,Done,Major,WS-1325 -> push updates to dev and test,2h,2h,0m,0m,5h,5h,3 hours,3 hours,-150,-150
Task,WS-1822,In Progress,Major,Refactor code structure for WeOS v2,2h,2h,0m,0m,6h 45m,6h 45m,"4 hours, 45 minutes","4 hours, 45 minutes",-237,-237
Task,WS-1831,In Progress,Major,setup audit service,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1837,Done,Major,WS-1325 -> get shopify subscription working,-,-,0m,0m,3h,3h,,,,
Sub-task,WS-1838,Done,Major,WS-1325 -> fix errors and update endpoints,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1840,Done,Major,WS-1839 -> add domain object for roles,1h,1h,0m,0m,35m,35m,25 minutes,25 minutes,41,41
Sub-task,WS-1841,Done,Major,WS-1839 -> add CURD endpoints for roles and add event handlers for the entities,1h,1h,0m,0m,30m,30m,30 minutes,30 minutes,50,50
Sub-task,WS-1842,Done,Major,WS-1839 -> update the update user handler to update the user roles,30m,30m,0m,0m,30m,30m,0 minutes,0 minutes,0,0
Sub-task,WS-1845,Done,Major,WS-1839 -> Test on staging,-,-,0m,0m,30m,30m,,,,
Task,WS-1850,Deploy to Production,Major,make the redirect url in IAM dynamic,-,-,0m,0m,2h 30m,2h 30m,,,,
Sub-task,WS-1852,Done,Major,WS-1706 -> Add a way to get a list of purchase order from netsuite,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1859,Done,Major,WS-1858 -> create a custom provider for kulr-netsuite,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1860,Done,Major,WS-1858 -> create a netsuite auth service,1h,1h,0m,0m,2h,2h,1 hour,1 hour,-100,-100
Sub-task,WS-1861,Done,Major,WS-1858 -> update the oauth receiver to create all netsuite users under the same account,2h,2h,0m,0m,3h,3h,1 hour,1 hour,-50,-50
Sub-task,WS-1862,Done,Major,WS-1858 -> create weos integration in netsuite,30m,30m,0m,0m,1h 30m,1h 30m,1 hour,1 hour,-200,-200
Improvement,WS-1863,Done,Critical,Make it so that the default providers don't overwrite the providers that are already there,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1864,Done,Major,WS-1858 -> Fix open ID connect error when authorising netsuite,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1866,Done,Major,WS-1705 -> add entity for accounts and file,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1867,Done,Major,WS-1705 -> Add netsuite login on the frontend,1h 30m,1h 30m,0m,0m,1h 30m,1h 30m,0 minutes,0 minutes,0,0
Sub-task,WS-1869,Done,Major,WS-1705 -> Client Feedback,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1872,Done,Major,WS-1858 -> Feedback,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-1873,Done,Major,WS-1705 -> Sort out mobile build,-,-,0m,0m,5h,5h,,,,
Bug,WS-1876,Done,Major,Netsuite View on WeOS APP being disabled when refreshed,-,-,0m,0m,25m,25m,,,,
Task,WS-1877,Done,Major,Redirct loop when login is cancelled,-,-,0m,0m,1h 40m,1h 40m,,,,
Sub-task,WS-1914,Done,Major,WS-1900 -> Finish implement list transactions,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1917,Done,Major,WS-1900 -> confirm quickbooks list transactions work,1h,1h,0m,0m,1d 1h 20m,1d 1h 20m,"1 day, 20 minutes","1 day, 20 minutes",-833,-833
Sub-task,WS-1928,Done,Major,WS-1910 -> Get basic account creation working using domain models,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1929,In Progress,Major,WS-1910 -> add resources file,1h,1h,0m,0m,4h,4h,3 hours,3 hours,-300,-300
Sub-task,WS-1930,In Progress,Major,WS-1910 -> setup resource providers,1h,1h,0m,0m,3h 23m,3h 23m,"2 hours, 23 minutes","2 hours, 23 minutes",-238,-238
Sub-task,WS-1931,Done,Major,WS-1910 -> setup user roles,1h,1h,0m,0m,1h 40m,1h 40m,40 minutes,40 minutes,-66,-66
Sub-task,WS-1932,To Do,Major,WS-1910 -> setup subscriptions using the domain models,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1938,Done,Major,WS-1910 -> get basic connection working,1h,1h,0m,0m,2h,2h,1 hour,1 hour,-100,-100
Sub-task,WS-1939,Done,Major,WS-1900 -> Deploy to staging,1h,1h,0m,0m,2h 58m,2h 58m,"1 hour, 58 minutes","1 hour, 58 minutes",-196,-196
Sub-task,WS-1941,Done,Major,WS-1940 -> Setup basic slack app using bolt,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1947,Done,Major,WS-1940 -> remove hardcoded JWT,-,-,0m,0m,1d 3h,1d 3h,,,,
Sub-task,WS-1948,Done,Major,WS-1940 -> Add slack provider to IAM,-,-,0m,0m,1h 30m,1h 30m,,,,
Sub-task,WS-1950,Done,Major,WS-1900 -> Add netsuite to finance service,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1955,In Progress,Major,WS-1953 -> Setup workflow domain object,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1956,In Progress,Major,WS-1953 -> Add endpoints for managing workflows,1h,1h,0m,0m,5h,5h,4 hours,4 hours,-400,-400
Sub-task,WS-1957,To Do,Major,WS-1953 -> Create a cron job for running workflows that need to be run every hour,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1964,Done,Major,WS-1906 -> Implement list methods,-,-,0m,0m,4h 30m,4h 30m,,,,
Sub-task,WS-1965,Done,Major,WS-1906 -> Implement get methods,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1966,Done,Major,WS-1906 -> Implement create methods,-,-,0m,0m,1d,1d,,,,
Sub-task,WS-1967,Done,Major,WS-1906 -> Implement delete methods,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-1968,Done,Major,WS-1906 -> Get cursor working,-,-,0m,0m,2h 15m,2h 15m,,,,
Sub-task,WS-1969,Done,Major,WS-1906 -> Get filters working,-,-,0m,0m,4h 15m,4h 15m,,,,
Sub-task,WS-1970,To Do,Major,WS-1953 -> Add a queue system that runs workflows,2h,2h,0m,0m,3h 18m,3h 18m,"1 hour, 18 minutes","1 hour, 18 minutes",-65,-65
Sub-task,WS-1971,Done,Major,WS-1953 -> deploy to prod,2h,2h,0m,0m,2h,2h,0 minutes,0 minutes,0,0
Sub-task,WS-1972,To Do,Major,WS-1910 -> update the weos app to prompt the user to enter the netsuite account ID when login in,-,-,0m,0m,1h,1h,,,,
Bug,WS-1973,Done,Major,PO not found,-,-,0m,0m,1h 24m,1h 24m,,,,
Sub-task,WS-1983,In Progress,Major,WS-1976 -> implement SO update method,-,-,0m,0m,3h,3h,,,,
Sub-task,WS-1984,Done,Major,WS-1975 -> Deploy Host Agent to staging,4h,4h,0m,0m,1h,1h,3 hours,3 hours,75,75
Sub-task,WS-1985,Done,Major,WS-1975 -> Update slack app to point to host agent,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1986,In Progress,Major,WS-1976 -> implement PO create/update method,-,-,0m,0m,2h 30m,2h 30m,,,,
Sub-task,WS-1987,Done,Major,WS-1975 -> Add authentication for Slack bots against IAM,2h,2h,0m,0m,1d 6h,1d 6h,"1 day, 4 hours","1 day, 4 hours",-600,-600
Sub-task,WS-1988,In Progress,Major,WS-1976 -> create suite script that would send events,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-1991,To Do,Major,WS-1981 -> update the SO method to approve SOs,30m,30m,0m,0m,1h 10m,1h 10m,40 minutes,40 minutes,-133,-133
Sub-task,WS-1992,To Do,Major,WS-1981 -> update the PO method to approve POs,30m,30m,0m,0m,1h,1h,30 minutes,30 minutes,-100,-100
Sub-task,WS-1993,Done,Major,WS-1975 -> make sure that the mcp server is up and working,1h,1h,0m,0m,2h 30m,2h 30m,"1 hour, 30 minutes","1 hour, 30 minutes",-150,-150
Sub-task,WS-1994,In Progress,Major,WS-1977 -> Register a bot in azure,1h,1h,0m,0m,1h 30m,1h 30m,30 minutes,30 minutes,-50,-50
Sub-task,WS-1999,Done,Major,WS-1976 -> Investigate which agent framework to use,2h,2h,0m,0m,1d 2h 45m,1d 2h 45m,"1 day, 45 minutes","1 day, 45 minutes",-437,-437
Sub-task,WS-2005,Done,Major,WS-1975 -> Integrate host agent with MCP,2h,2h,0m,0m,5h 50m,5h 50m,"3 hours, 50 minutes","3 hours, 50 minutes",-191,-191
Sub-task,WS-2008,To Do,Major,WS-1976 -> Integrate host agent with workflow service,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-2009,To Do,Major,WS-1976 -> Integrate host agent with notification service,-,-,0m,0m,1h,1h,,,,
Sub-task,WS-2018,Done,Major,WS-1975 -> Fix issue with conversation not persisting in slack chat,2h,2h,0m,0m,2h 20m,2h 20m,20 minutes,20 minutes,-16,-16
Sub-task,WS-2019,Done,Major,WS-1975 -> Make it so that lists are returned as a CSV in slack,2h,2h,0m,0m,5h,5h,3 hours,3 hours,-150,-150
Sub-task,WS-2026,Done,Major,WS-1975 -> Update weos so that endpoints allow users by default,-,-,0m,0m,45m,45m,,,,
Sub-task,WS-2028,Done,Major,WS-2017 -> get list endpoint working,1h,1h,0m,0m,1h,1h,0 minutes,0 minutes,0,0
Sub-task,WS-2029,Done,Major,WS-2017 -> get upsert endpoint working,1h,1h,0m,0m,1h 20m,1h 20m,20 minutes,20 minutes,-33,-33
Sub-task,WS-2033,Done,Major,WS-1940 -> Switch to using NodeJS instead,-,-,0m,0m,1d 7h 43m,1d 7h 43m,,,,
Sub-task,WS-2035,Done,Major,WS-1940 -> Handle errors from using tools,-,-,0m,0m,2h,2h,,,,
Sub-task,WS-709,Done,Major,WS-707 -> Update WeOS VPC to use updated module,15m,15m,2m,2m,13m,13m,0 minutes,0 minutes,0,0
Sub-task,WS-1634,To Do,Major,WS-1226 -> When filtering by import status pull the list of orders in the system first,1h,1h,4m,4m,56m,56m,0 minutes,0 minutes,0,0
Sub-task,WS-24,Done,Major,WS-12 -> Setup Integration record for the application,15m,15m,5m,5m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-30,Done,Major,WS-12 -> Create a scheduled suitescript run the saved search daily and save the results in file cabinet,2h,2h,5m,5m,1h 55m,1h 55m,0 minutes,0 minutes,0,0
Sub-task,WS-691,Done,Major,WS-689 -> Creating Alert (modal when you click to create an alert),15m,15m,5m,5m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1132,Done,Major,"WS-862 -> if user has status of ""Trial Expired"" hide insight details",25m,25m,5m,5m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-1174,Done,Major,WS-863 -> Update the frontend so the user wont be able to create custom signals,45m,45m,5m,5m,40m,40m,0 minutes,0 minutes,0,0
Sub-task,WS-1320,Done,Major,WS-1295 -> Setup endpoint for webhook that removes the shop date from IAM,2h,2h,5m,5m,1h 55m,1h 55m,0 minutes,0 minutes,0,0
Sub-task,WS-1380,Done,Major,WS-1339 -> Update abstractions for Similar alerts,-,-,5m,5m,2h 40m,2h 40m,,,,
Sub-task,WS-1703,Done,Major,WS-1691 -> add login with google button to the get-started screen,30m,30m,6m,6m,24m,24m,0 minutes,0 minutes,0,0
Sub-task,WS-713,Done,Major,WS-707 -> Create passwords for IAM databases and update IAM terraform,15m,15m,8m,8m,7m,7m,0 minutes,0 minutes,0,0
Sub-task,WS-1322,Done,Major,WS-1295 -> create an event handler in IAM to remove the shop data from all the other services,2h,2h,8m,8m,2h 22m,2h 22m,30 minutes,30 minutes,-25,-25
Sub-task,WS-1611,Done,Major,WS-1604 -> Add filters for store and status to the import list endpoint,1h,1h,8m,8m,52m,52m,0 minutes,0 minutes,0,0
Sub-task,WS-87,Done,Major,WS-59 -> Make sure that everything is working well with this assistant,1h,1h,10m,10m,50m,50m,0 minutes,0 minutes,0,0
Sub-task,WS-233,Done,Major,WS-199 -> create a share endpoint on the account service,10m,10m,10m,10m,0m,0m,0 minutes,0 minutes,0,0
Sub-task,WS-244,Done,Major,"WS-199 -> update the assistant resource to include a shared, sharedUsers and parentAccount property",10m,10m,10m,10m,-,-,-,-,0,0
Sub-task,WS-662,Done,Major,WS-652 -> Update the front end to make a request to the alert service to create the alert instead of the assistant service,1h 30m,1h 30m,10m,10m,1h 20m,1h 20m,0 minutes,0 minutes,0,0
Sub-task,WS-687,Done,Major,WS-583 -> Add account resource to schema that triggers insight generation,1h,1h,10m,10m,50m,50m,0 minutes,0 minutes,0,0
Bug,WS-771,Done,Major,Cannot find subtree for parent node,20m,20m,10m,10m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-794,Done,Major,WS-772 -> Remove PWA,30m,30m,10m,10m,20m,20m,0 minutes,0 minutes,0,0
Task,WS-958,Done,Major,Make it so that insights are all active when generated,-,10m,0m,10m,1h,1h,,1 hour,,-600
-> Sub-task,WS-975,Done,Major,-> Link Pull Request to Dev branch,10m,,10m,,-,,-,,0,0
Sub-task,WS-1131,Done,Major,WS-919 -> create <public_google_api_key>,20m,20m,10m,10m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1160,Done,Major,WS-1156 -> Create a way to get the list of users that are associated with an account from IAM,30m,30m,10m,10m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-1262,Done,Major,WS-1255 -> Dispatch command to generate insight to the new account event handler,20m,20m,10m,10m,10m,10m,0 minutes,0 minutes,0,0
Sub-task,WS-1347,Done,Major,WS-1295 -> Deploy to prod,30m,30m,10m,10m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-1524,Done,Major,WS-1211 -> Add Payment,2h,2h,10m,10m,1h 50m,1h 50m,0 minutes,0 minutes,0,0
Sub-task,WS-1556,Done,Major,WS-1467 -> Update import payout to import missing orders,1h,1h,10m,10m,50m,50m,0 minutes,0 minutes,0,0
Sub-task,WS-1599,Done,Major,WS-1598 -> Update the fee config to have the mappings that were previously under payouts,30m,30m,10m,10m,20m,20m,0 minutes,0 minutes,0,0
Sub-task,WS-23,Done,Major,WS-12 -> Update Roles to be able to login with OAuth 2.0,15m,15m,12m,12m,3m,3m,0 minutes,0 minutes,0,0
Task,WS-268,Done,Major,Setup langfuse,-,6h 30m,0m,13m,1h 55m,4d 1h 52m,,"3 days, 3 hours, 35 minutes",,-424
-> Sub-task,WS-300,Done,Major,-> Create Langfuse Go SDK,4h,,0m,,2d 32m,,"1 day, 4 hours, 32 minutes",,-313,-313
-> Sub-task,WS-301,Done,Major,-> Update the workflows to send spans to Langfuse,1h 30m,,0m,,1d 4h 48m,,"1 day, 3 hours, 18 minutes",,-753,-753
-> Sub-task,WS-303,Done,Major,-> set up self hosting on local,30m,,0m,,30m,,0 minutes,,0,0
-> Sub-task,WS-323,Done,Major,-> Implement Langfuse SDK on front end to capture user feedback,-,,0m,,1h 20m,,,,,
-> Sub-task,WS-377,Done,Major,-> Deployments,-,,0m,,30m,,,,,
-> Sub-task,WS-322,Done,Major,-> Test Langfuse Cloud using python SDK,30m,,13m,,17m,,0 minutes,,0,0
Sub-task,WS-1739,Done,Major,WS-988 -> Add list of users to the app,1h,1h,14m,14m,46m,46m,0 minutes,0 minutes,0,0
Sub-task,WS-55,Done,Major,WS-44 -> Pull token from IAM and validate jwt,1h,1h,15m,15m,45m,45m,0 minutes,0 minutes,0,0
Sub-task,WS-144,To Do,Major,WS-103 -> Create the account specific manifest and include the full schemas for the account,15m,15m,15m,15m,-,-,-,-,0,0
Story,WS-754,To Do,Minor,As a user I should be able to see blog posts related to the insights that I received,-,15m,0m,15m,2h 7m,2h 7m,,"2 hours, 7 minutes",,-846
-> Sub-task,WS-780,To Do,Major,-> Add a blog property to the insight that would store a list of blogs relating to the insight,15m,,15m,,-,,-,,0,0
Sub-task,WS-831,Done,Major,WS-810 -> Setup schema and CRUD endpoints for a Goal,15m,15m,15m,15m,-,-,-,-,0,0
Sub-task,WS-1003,Done,Major,WS-988 -> Update the action to pass in the invite code to IAM,30m,30m,15m,15m,15m,15m,0 minutes,0 minutes,0,0
Sub-task,WS-1130,Done,Major,WS-919 -> create <public_apple_api_key>,20m,20m,15m,15m,5m,5m,0 minutes,0 minutes,0,0
Sub-task,WS-1135,To Do,Major,WS-919 -> Add screenshot for WeOS Plus Monthly Subscription in iOS,15m,15m,15m,15m,-,-,-,-,0,0
Sub-task,WS-1173,Done,Major,WS-864 -> Deploy to staging,15m,15m,15m,15m,-,-,-,-,0,0
Sub-task,WS-1400,Done,Major,WS-1350 -> Add environment variable for assistant service,30m,30m,15m,15m,15m,15m,0 minutes,0 minutes,0,0
Sub-task,WS-1401,Done,Major,WS-1339 -> Add environment variable to use for the Quickbooks endpoint,30m,30m,15m,15m,15m,15m,0 minutes,0 minutes,0,0
Sub-task,WS-1485,Done,Major,WS-1206 -> Map fields to the payout config,2h,2h,15m,15m,1h 45m,1h 45m,0 minutes,0 minutes,0,0
Sub-task,WS-1702,Done,Major,WS-1691 -> Enable google login in auth0,15m,15m,15m,15m,-,-,-,-,0,0
Story,WS-165,Done,Critical,As a developer I should be able to make a fine tuned model for an assistant,-,1d 30m,0m,16m,1h,1d 7h 2m,,"6 hours, 48 minutes",,-80
-> Sub-task,WS-167,Done,Major,-> Make it so that giving a thumbs up creates an embedding,1h,,0m,,1h 15m,,15 minutes,,-25,-25
-> Sub-task,WS-168,Done,Major,-> Make it so that giving a thumbs up creates and example,1h,,0m,,1h 55m,,55 minutes,,-91,-91
-> Sub-task,WS-169,Done,Major,-> Make it so that giving a thumbs down makes an example,1h,,0m,,1h 24m,,24 minutes,,-40,-40
-> Sub-task,WS-170,Done,Major,-> Add an endpoint for using examples to make a fine tuned model,3h,,0m,,4h 11m,,"1 hour, 11 minutes",,-39,-39
-> Sub-task,WS-188,Done,Major,-> Add more examples,1h,,0m,,1h 44m,,44 minutes,,-73,-73
-> Sub-task,WS-189,Done,Major,-> Build finance assistant fine tune model,1h,,0m,,2h,,1 hour,,-100,-100
-> Sub-task,WS-190,Done,Major,-> Error submitting feedback,-,,0m,,1h 19m,,,,,
-> Sub-task,WS-166,Done,Major,-> Add a collection for fine tune model examples to accounts,30m,,16m,,14m,,0 minutes,,0,0
Sub-task,WS-435,Done,Major,WS-426 -> Add screen for creating alert using natural language,30m,30m,18m,18m,12m,12m,0 minutes,0 minutes,0,0
Sub-task,WS-1398,Done,Major,WS-1350 -> Assess current status,1h,1h,19m,19m,41m,41m,0 minutes,0 minutes,0,0
Sub-task,WS-1439,Done,Major,WS-1209 -> Endpoint for getting tax items from shopify orders,2h,2h,19m,19m,1h 41m,1h 41m,0 minutes,0 minutes,0,0
Task,WS-283,Done,Critical,Use list of account names when generating response,-,1d 1h 15m,0m,20m,2h 38m,2d 3h 20m,,"1 day, 2 hours, 25 minutes",,-112
-> Sub-task,WS-298,Done,Major,-> create Jupyter note book experiment that compares the LLM responses with the prompt list and the responses without,2h,,0m,,3h 30m,,"1 hour, 30 minutes",,-75,-75
-> Sub-task,WS-310,Done,Major,-> update the HighestSimilarityPrompt workflow on the assistant service to check if the similar embedding that the query matched to is querying for an account,1h,,0m,,1h 15m,,15 minutes,,-25,-25
-> Sub-task,WS-313,Done,Major,-> Update the finance prompt so that the LLM would be able to handle the abbreviation,1h,,0m,,1h 15m,,15 minutes,,-25,-25
-> Sub-task,WS-315,Done,Major,-> Write prompt foo test to validate the prompt,1h,,0m,,3h 30m,,"2 hours, 30 minutes",,-250,-250
-> Sub-task,WS-316,Done,Major,-> Test the queries using the finance assistant,2h,,0m,,2h 5m,,5 minutes,,-4,-4
-> Sub-task,WS-319,Done,Major,-> Update the integration service to only hit the trial balance if the balance is requested,30m,,0m,,45m,,15 minutes,,-50,-50
-> Sub-task,WS-321,Done,Major,"-> Update the integration service to handle the ""in"" operator",45m,,0m,,1h 10m,,25 minutes,,-55,-55
-> Sub-task,WS-325,Done,Major,-> the assistant handler to return feedback to the LLM if the python code returned no accounts found,-,,0m,,45m,,,,,
-> Sub-task,WS-327,Done,Major,-> Run updated experiments,-,,0m,,1h 47m,,,,,
-> Sub-task,WS-318,Done,Major,-> write unit tests to test the updated workflow,1h,,20m,,40m,,0 minutes,,0,0
Sub-task,WS-1233,Done,Major,WS-1204 -> Add endpoint to handle shopify billing confirmation,1h,1h,20m,20m,3h 40m,3h 40m,3 hours,3 hours,-300,-300
Sub-task,WS-1694,Done,Major,WS-1690 -> Add Tip config to API,1h,1h,21m,21m,39m,39m,0 minutes,0 minutes,0,0
Sub-task,WS-73,Done,Major,WS-59 -> Fix issue with the finance assistant install (It appears to be returning a 404),1h,1h,25m,25m,35m,35m,0 minutes,0 minutes,0,0
Sub-task,WS-223,In Progress,Major,WS-212 -> How much SPAC Administrative Expense did we have last month?,-,-,25m,25m,30m,30m,,,,
Sub-task,WS-796,Done,Major,WS-755 -> update the recommended alert initialiser to create and store the embeddings from the recommended alerts,1h,1h,25m,25m,35m,35m,0 minutes,0 minutes,0,0
Sub-task,WS-2021,In Progress,Major,WS-2020 -> setup endpoint,2h,2h,25m,25m,1h 35m,1h 35m,0 minutes,0 minutes,0,0
Sub-task,WS-1916,Done,Major,WS-1900 -> confirm that the more complex schema works with the weos mcp setup,1h,1h,27m,27m,33m,33m,0 minutes,0 minutes,0,0
